詩經韻腳字,上古韻部,廣韻字頭,中古韻部,中原音韻字頭,近代韻部
,,丐,中古：泰,,
,,艾,中古：泰,,
,,𧰿,中古：泰,,
,,鴱,中古：泰,,
,,藹,中古：泰,,
,,壒,中古：泰,,
,,馤,中古：泰,,
,,靄,中古：泰,,
,,𣋞,中古：泰,,
,,䔽,中古：泰,,
,,𣩱,中古：泰,,
,,𢣏,中古：泰,,
,,𪕭,中古：泰,,
,,曖,中古：泰,,
,,柰,中古：泰,,
,,奈,中古：泰,,
,,㲡,中古：泰,,
,,𩹟,中古：泰,,
,,渿,中古：泰,,
,,大,中古：泰,,
,,汏,中古：泰,,
,,軑,中古：泰,,
,,釱,中古：泰,,
,,䲦,中古：泰,,
,,𪐝,中古：泰,,
,,忕,中古：泰,,
,,㐲,中古：泰,,
,,害,中古：泰,,
,,𡕗,中古：泰,,
,,妎,中古：泰,,
,,𢞐,中古：泰,,
,,帶,中古：泰,,
,,跢,中古：泰,,
,,㿃,中古：泰,,
,,蹛,中古：泰,,
,,𢄔,中古：泰,,
,,艜,中古：泰,,
,,㯂,中古：泰,,
,,貝,中古：泰,,
,,沛,中古：泰,,
,,𨙶,中古：泰,,
,,鋇,中古：泰,,
,,芾,中古：泰,,
,,䟺,中古：泰,,
,,狽,中古：泰,,
,,㸬,中古：泰,,
,,伂,中古：泰,,
,,䰽,中古：泰,,
,,茷,中古：泰,,
,,𣬪,中古：泰,,
,,𥄔,中古：泰,,
,,𢂏,中古：泰,,
,,霈,中古：泰,,
,,浿,中古：泰,,
,,沛,中古：泰,,
,,𥄔,中古：泰,,
,,㤄,中古：泰,,
,,會,中古：泰,,
,,䢈,中古：泰,,
,,𨘇,中古：泰,,
,,禬,中古：泰,,
,,繪,中古：泰,,
,,兌,中古：泰,,
,,𩊭,中古：泰,,
,,綐,中古：泰,,
,,銳,中古：泰,,
,,㟋,中古：泰,,
,,儈,中古：泰,,
,,膾,中古：泰,,
,,鱠,中古：泰,,
,,襘,中古：泰,,
,,禬,中古：泰,,
,,檜,中古：泰,,
,,旝,中古：泰,,
,,巜,中古：泰,,
,,澮,中古：泰,,
,,鄶,中古：泰,,
,,廥,中古：泰,,
,,䯤,中古：泰,,
,,鬠,中古：泰,,
,,劊,中古：泰,,
,,會,中古：泰,,
,,䐴,中古：泰,,
,,𢶒,中古：泰,,
,,獪,中古：泰,,
,,最,中古：泰,,
,,𢃒,中古：泰,,
,,𧑎,中古：泰,,
,,𧬨,中古：泰,,
,,噦,中古：泰,,
,,翽,中古：泰,,
,,鐬,中古：泰,,
,,渙,中古：泰,,
,,濊,中古：泰,,
,,𥢶,中古：泰,,
,,酹,中古：泰,,
,,頪,中古：泰,,
,,㲕,中古：泰,,
,,䬽,中古：泰,,
,,㱻,中古：泰,,
,,外,中古：泰,,
,,祋,中古：泰,,
,,懀,中古：泰,,
,,濊,中古：泰,,
,,薈,中古：泰,,
,,嬒,中古：泰,,
,,䶐,中古：泰,,
,,瞺,中古：泰,,
,,䵳,中古：泰,,
,,蕞,中古：泰,,
,,𥳣,中古：泰,,
,,𥕸,中古：泰,,
,,𣩡,中古：泰,,
,,𥊴,中古：泰,,
,,襊,中古：泰,,
,,𨅎,中古：泰,,
,,𥨒,中古：泰,,
,,旆,中古：泰,,
,,䟺,中古：泰,,
,,軷,中古：泰,,
,,磕,中古：泰,,
,,䳚,中古：泰,,
,,轄,中古：泰,,
,,愒,中古：泰,,
,,溘,中古：泰,,
,,𥎆,中古：泰,,
,,𩫀,中古：泰,,
,,㪡,中古：泰,,
,,𨜴,中古：泰,,
,,蔡,中古：泰,,
,,𣞖,中古：泰,,
,,𪇭,中古：泰,,
,,賴,中古：泰,,
,,籟,中古：泰,,
,,癩,中古：泰,,
,,瀨,中古：泰,,
,,糲,中古：泰,,
,,䄤,中古：泰,,
,,藾,中古：泰,,
,,䓶,中古：泰,,
,,犡,中古：泰,,
,,䲚,中古：泰,,
,,𨇆,中古：泰,,
,,㸊,中古：泰,,
,,鵣,中古：泰,,
,,𡂖,中古：泰,,
,,餀,中古：泰,,
,,𦤦,中古：泰,,
,,㺔,中古：泰,,
,,𤵽,中古：泰,,
,,𩹄,中古：泰,,
,,娧,中古：泰,,
,,蛻,中古：泰,,
,,駾,中古：泰,,
,,毻,中古：泰,,
,,裞,中古：泰,,
,,眜,中古：泰,,
,,沫,中古：泰,,
,,枺,中古：泰,,
,,𦦣,中古：泰,,
,,卦,中古：佳,,
,,挂,中古：佳,,
,,掛,中古：佳,,
,,詿,中古：佳,,
,,𡐠,中古：佳,,
,,罣,中古：佳,,
,,懈,中古：佳,,
,,解,中古：佳,,
,,繲,中古：佳,,
,,廨,中古：佳,,
,,薢,中古：佳,,
,,㾏,中古：佳,,
,,隘,中古：佳,,
,,𨽴,中古：佳,,
,,阸,中古：佳,,
,,㿄,中古：佳,,
,,䅬,中古：佳,,
,,賹,中古：佳,,
,,邂,中古：佳,,
,,解,中古：佳,,
,,賣,中古：佳,,
,,畫,中古：佳,,
,,詿,中古：佳,,
,,罣,中古：佳,,
,,絓,中古：佳,,
,,澅,中古：佳,,
,,黊,中古：佳,,
,,繣,中古：佳,,
,,纗,中古：佳,,
,,孈,中古：佳,,
,,差,中古：佳,,
,,瘥,中古：佳,,
,,衩,中古：佳,,
,,杈,中古：佳,,
,,㳗,中古：佳,,
,,訍,中古：佳,,
,,𧪘,中古：佳,,
,,睚,中古：佳,,
,,謑,中古：佳,,
,,𢈕,中古：佳,,
,,粺,中古：佳,,
,,稗,中古：佳,,
,,𪐄,中古：佳,,
,,杷,中古：佳,,
,,㾹,中古：佳,,
,,眦,中古：佳,,
,,派,中古：佳,,
,,𠂢,中古：佳,,
,,𥿯,中古：佳,,
,,𣏟,中古：佳,,
,,㵺,中古：佳,,
,,㭛,中古：佳,,
,,𣎳,中古：佳,,
,,債,中古：佳,,
,,𡢖,中古：佳,,
,,𨛖,中古：佳,,
,,曬,中古：佳,,
,,䵘,中古：佳,,
,,𨢦,中古：佳,,
,,汛,中古：佳,,
,,洒,中古：佳,,
,,諣,中古：佳,,
,,㠔,中古：佳,,
,,膪,中古：佳,,
,,𢕮,中古：佳,,
,,怪,中古：皆,,
,,恠,中古：皆,,
,,𥑋,中古：皆,,
,,𦳋,中古：皆,,
,,𣀤,中古：皆,,
,,壞,中古：皆,,
,,𡌪,中古：皆,,
,,㧔,中古：皆,,
,,噫,中古：皆,,
,,呝,中古：皆,,
,,瘵,中古：皆,,
,,祭,中古：皆,,
,,𨝋,中古：皆,,
,,誡,中古：皆,,
,,戒,中古：皆,,
,,界,中古：皆,,
,,介,中古：皆,,
,,屆,中古：皆,,
,,疥,中古：皆,,
,,玠,中古：皆,,
,,㝏,中古：皆,,
,,㠹,中古：皆,,
,,砎,中古：皆,,
,,魪,中古：皆,,
,,尬,中古：皆,,
,,价,中古：皆,,
,,䯰,中古：皆,,
,,悈,中古：皆,,
,,䲸,中古：皆,,
,,艐,中古：皆,,
,,䁓,中古：皆,,
,,芥,中古：皆,,
,,衸,中古：皆,,
,,丯,中古：皆,,
,,𠨴,中古：皆,,
,,𩡺,中古：皆,,
,,褹,中古：皆,,
,,譮,中古：皆,,
,,欸,中古：皆,,
,,㖑,中古：皆,,
,,齂,中古：皆,,
,,噧,中古：皆,,
,,䜕,中古：皆,,
,,㞒,中古：皆,,
,,𢗊,中古：皆,,
,,𡘌,中古：皆,,
,,械,中古：皆,,
,,䪥,中古：皆,,
,,薤,中古：皆,,
,,齘,中古：皆,,
,,䦏,中古：皆,,
,,瀣,中古：皆,,
,,㒠,中古：皆,,
,,韰,中古：皆,,
,,𤡧,中古：皆,,
,,衸,中古：皆,,
,,㳦,中古：皆,,
,,𦗐,中古：皆,,
,,譺,中古：皆,,
,,𢟰,中古：皆,,
,,𧏹,中古：皆,,
,,蒯,中古：皆,,
,,喟,中古：皆,,
,,嬇,中古：皆,,
,,㕟,中古：皆,,
,,䈛,中古：皆,,
,,簣,中古：皆,,
,,嘳,中古：皆,,
,,蕢,中古：皆,,
,,墤,中古：皆,,
,,𢷎,中古：皆,,
,,拜,中古：皆,,
,,扒,中古：皆,,
,,湃,中古：皆,,
,,浿,中古：皆,,
,,壞,中古：皆,,
,,𡎯,中古：皆,,
,,蘾,中古：皆,,
,,聵,中古：皆,,
,,𦖥,中古：皆,,
,,𩔀,中古：皆,,
,,𢞎,中古：皆,,
,,憊,中古：皆,,
,,𤸶,中古：皆,,
,,韛,中古：皆,,
,,𣡖,中古：皆,,
,,𦩋,中古：皆,,
,,棑,中古：皆,,
,,㶔,中古：皆,,
,,䀛,中古：皆,,
,,𧱘,中古：皆,,
,,韎,中古：皆,,
,,𧱳,中古：皆,,
,,躗,中古：皆,,
,,𣟉,中古：皆,,
,,𣸎,中古：皆,,
,,咶,中古：皆,,
,,鎩,中古：皆,,
,,𧜁,中古：皆,,
,,殺,中古：皆,,
,,閷,中古：皆,,
,,烗,中古：皆,,
,,𤈪,中古：皆,,
,,劾,中古：皆,,
,,揩,中古：皆,,
,,顡,中古：皆,,
,,夬,中古：夬,,
,,獪,中古：夬,,
,,䈛,中古：夬,,
,,快,中古：夬,,
,,噲,中古：夬,,
,,𥢶,中古：夬,,
,,駃,中古：夬,,
,,璯,中古：夬,,
,,邁,中古：夬,,
,,勱,中古：夬,,
,,䜕,中古：夬,,
,,佅,中古：夬,,
,,話,中古：夬,,
,,敗,中古：夬,,
,,贁,中古：夬,,
,,䢙,中古：夬,,
,,唄,中古：夬,,
,,䵳,中古：夬,,
,,䶐,中古：夬,,
,,懀,中古：夬,,
,,嘬,中古：夬,,
,,䴝,中古：夬,,
,,𣤌,中古：夬,,
,,𠽶,中古：夬,,
,,犗,中古：夬,,
,,𧜅,中古：夬,,
,,蠆,中古：夬,,
,,慸,中古：夬,,
,,喝,中古：夬,,
,,餲,中古：夬,,
,,嗄,中古：夬,,
,,䬵,中古：夬,,
,,欬,中古：夬,,
,,𠱡,中古：夬,,
,,𦤧,中古：夬,,
,,䜕,中古：夬,,
,,𦤬,中古：夬,,
,,咶,中古：夬,,
,,敗,中古：夬,,
,,啐,中古：夬,,
,,寨,中古：夬,,
,,砦,中古：夬,,
,,㕢,中古：夬,,
,,隊,中古：灰,,
,,䨴,中古：灰,,
,,薱,中古：灰,,
,,憝,中古：灰,,
,,憞,中古：灰,,
,,譈,中古：灰,,
,,鐓,中古：灰,,
,,錞,中古：灰,,
,,䃍,中古：灰,,
,,䯟,中古：灰,,
,,𩐌,中古：灰,,
,,濧,中古：灰,,
,,佩,中古：灰,,
,,珮,中古：灰,,
,,孛,中古：灰,,
,,鄁,中古：灰,,
,,邶,中古：灰,,
,,偝,中古：灰,,
,,誖,中古：灰,,
,,悖,中古：灰,,
,,背,中古：灰,,
,,琲,中古：灰,,
,,𢂤,中古：灰,,
,,苝,中古：灰,,
,,妹,中古：灰,,
,,昧,中古：灰,,
,,眛,中古：灰,,
,,每,中古：灰,,
,,痗,中古：灰,,
,,瑁,中古：灰,,
,,黴,中古：灰,,
,,莓,中古：灰,,
,,䍙,中古：灰,,
,,脢,中古：灰,,
,,䆀,中古：灰,,
,,配,中古：灰,,
,,昢,中古：灰,,
,,妃,中古：灰,,
,,嶏,中古：灰,,
,,誨,中古：灰,,
,,悔,中古：灰,,
,,晦,中古：灰,,
,,𠧩,中古：灰,,
,,靧,中古：灰,,
,,頮,中古：灰,,
,,秏,中古：灰,,
,,痗,中古：灰,,
,,𩔁,中古：灰,,
,,詯,中古：灰,,
,,𣴵,中古：灰,,
,,對,中古：灰,,
,,𡭊,中古：灰,,
,,碓,中古：灰,,
,,𣝉,中古：灰,,
,,轛,中古：灰,,
,,𠏮,中古：灰,,
,,倅,中古：灰,,
,,淬,中古：灰,,
,,焠,中古：灰,,
,,䃀,中古：灰,,
,,啐,中古：灰,,
,,晬,中古：灰,,
,,祽,中古：灰,,
,,𪓌,中古：灰,,
,,綷,中古：灰,,
,,𢃒,中古：灰,,
,,捘,中古：灰,,
,,夎,中古：灰,,
,,𩲄,中古：灰,,
,,㕈,中古：灰,,
,,隈,中古：灰,,
,,退,中古：灰,,
,,𢓴,中古：灰,,
,,𨓤,中古：灰,,
,,㥆,中古：灰,,
,,𡯵,中古：灰,,
,,憒,中古：灰,,
,,幗,中古：灰,,
,,刏,中古：灰,,
,,慖,中古：灰,,
,,䵋,中古：灰,,
,,䐴,中古：灰,,
,,簂,中古：灰,,
,,䈐,中古：灰,,
,,𪏤,中古：灰,,
,,蔮,中古：灰,,
,,潰,中古：灰,,
,,迴,中古：灰,,
,,繢,中古：灰,,
,,嬇,中古：灰,,
,,殨,中古：灰,,
,,闠,中古：灰,,
,,䔇,中古：灰,,
,,螝,中古：灰,,
,,詯,中古：灰,,
,,膭,中古：灰,,
,,僓,中古：灰,,
,,䜋,中古：灰,,
,,䛛,中古：灰,,
,,塊,中古：灰,,
,,凷,中古：灰,,
,,堁,中古：灰,,
,,碎,中古：灰,,
,,𤭢,中古：灰,,
,,誶,中古：灰,,
,,啐,中古：灰,,
,,繀,中古：灰,,
,,內,中古：灰,,
,,纇,中古：灰,,
,,耒,中古：灰,,
,,儽,中古：灰,,
,,攂,中古：灰,,
,,酹,中古：灰,,
,,蘱,中古：灰,,
,,㔣,中古：灰,,
,,䒹,中古：灰,,
,,𥣬,中古：灰,,
,,𡔇,中古：灰,,
,,礧,中古：灰,,
,,䣂,中古：灰,,
,,銇,中古：灰,,
,,錑,中古：灰,,
,,背,中古：灰,,
,,輩,中古：灰,,
,,誖,中古：灰,,
,,磑,中古：灰,,
,,蚚,中古：灰,,
,,代,中古：咍,,
,,岱,中古：咍,,
,,黛,中古：咍,,
,,黱,中古：咍,,
,,逮,中古：咍,,
,,埭,中古：咍,,
,,𡍖,中古：咍,,
,,帒,中古：咍,,
,,袋,中古：咍,,
,,𤮼,中古：咍,,
,,酨,中古：咍,,
,,瑇,中古：咍,,
,,靆,中古：咍,,
,,載,中古：咍,,
,,再,中古：咍,,
,,縡,中古：咍,,
,,𨚵,中古：咍,,
,,𩛥,中古：咍,,
,,䵧,中古：咍,,
,,䆀,中古：灰,,
,,脄,中古：灰,,
,,賽,中古：咍,,
,,簺,中古：咍,,
,,塞,中古：咍,,
,,𢞝,中古：咍,,
,,貸,中古：咍,,
,,儓,中古：咍,,
,,態,中古：咍,,
,,曃,中古：咍,,
,,溉,中古：咍,,
,,概,中古：咍,,
,,摡,中古：咍,,
,,㕢,中古：咍,,
,,𠌰,中古：咍,,
,,㧉,中古：咍,,
,,慨,中古：咍,,
,,愾,中古：咍,,
,,欬,中古：咍,,
,,鎧,中古：咍,,
,,闓,中古：咍,,
,,嘅,中古：咍,,
,,礙,中古：咍,,
,,硋,中古：咍,,
,,䙷,中古：咍,,
,,閡,中古：咍,,
,,儗,中古：咍,,
,,懝,中古：咍,,
,,𥝌,中古：咍,,
,,愛,中古：咍,,
,,㤅,中古：咍,,
,,𢟪,中古：咍,,
,,曖,中古：咍,,
,,僾,中古：咍,,
,,𥴨,中古：咍,,
,,靉,中古：咍,,
,,薆,中古：咍,,
,,璦,中古：咍,,
,,瀣,中古：咍,,
,,㤥,中古：咍,,
,,劾,中古：咍,,
,,耐,中古：咍,,
,,螚,中古：咍,,
,,鼐,中古：咍,,
,,能,中古：咍,,
,,佴,中古：咍,,
,,𣉘,中古：咍,,
,,耏,中古：咍,,
,,戴,中古：咍,,
,,賚,中古：咍,,
,,萊,中古：咍,,
,,睞,中古：咍,,
,,徠,中古：咍,,
,,勑,中古：咍,,
,,㾢,中古：咍,,
,,誺,中古：咍,,
,,䚅,中古：咍,,
,,逨,中古：咍,,
,,菜,中古：咍,,
,,埰,中古：咍,,
,,棌,中古：咍,,
,,䰂,中古：咍,,
,,䐆,中古：咍,,
,,載,中古：咍,,
,,裁,中古：咍,,
,,纔,中古：咍,,
,,在,中古：咍,,
,,酨,中古：咍,,
,,栽,中古：咍,,
,,𣿐,中古：咍,,
,,儗,中古：咍,,
,,廢,中古：廢,,
,,癈,中古：廢,,
,,𤼺,中古：廢,,
,,橃,中古：廢,,
,,祓,中古：廢,,
,,𥳊,中古：廢,,
,,䉬,中古：廢,,
,,䚨,中古：廢,,
,,砩,中古：廢,,
,,肺,中古：廢,,
,,杮,中古：廢,,
,,㤄,中古：廢,,
,,䑔,中古：廢,,
,,穢,中古：廢,,
,,薉,中古：廢,,
,,濊,中古：廢,,
,,獩,中古：廢,,
,,饖,中古：廢,,
,,䮹,中古：廢,,
,,吠,中古：廢,,
,,茷,中古：廢,,
,,𩵥,中古：廢,,
,,鼣,中古：廢,,
,,喙,中古：廢,,
,,𤸁,中古：廢,,
,,𣨶,中古：廢,,
,,𧾣,中古：廢,,
,,餯,中古：廢,,
,,顪,中古：廢,,
,,𤜂,中古：廢,,
,,刈,中古：廢,,
,,乂,中古：廢,,
,,㲼,中古：廢,,
,,㣻,中古：廢,,
,,𩾘,中古：廢,,
,,艾,中古：廢,,
,,䖊,中古：廢,,
,,䢃,中古：廢,,
,,震,中古：真A,,
,,振,中古：真A,,
,,賑,中古：真A,,
,,娠,中古：真A,,
,,侲,中古：真A,,
,,挋,中古：真A,,
,,袗,中古：真A,,
,,䪾,中古：真A,,
,,䟴,中古：真A,,
,,䢻,中古：真A,,
,,䳲,中古：真A,,
,,信,中古：真A,,
,,訊,中古：真A,,
,,訙,中古：真A,,
,,迅,中古：真A,,
,,囟,中古：真A,,
,,顖,中古：真A,,
,,卂,中古：真A,,
,,汛,中古：真A,,
,,𤜢,中古：真A,,
,,奞,中古：真A,,
,,阠,中古：真A,,
,,刃,中古：真A,,
,,認,中古：真A,,
,,肕,中古：真A,,
,,韌,中古：真A,,
,,仞,中古：真A,,
,,軔,中古：真A,,
,,牣,中古：真A,,
,,杒,中古：真A,,
,,訒,中古：真A,,
,,𢂻,中古：真A,,
,,䀼,中古：真A,,
,,胤,中古：真A,,
,,酳,中古：真A,,
,,靷,中古：真A,,
,,引,中古：真A,,
,,朄,中古：真A,,
,,濥,中古：真A,,
,,䏖,中古：真A,,
,,𢯼,中古：真A,,
,,洕,中古：真A,,
,,鈏,中古：真A,,
,,𨋙,中古：真A,,
,,遴,中古：真A,,
,,吝,中古：真A,,
,,悋,中古：真A,,
,,磷,中古：真A,,
,,閵,中古：真A,,
,,𥳞,中古：真A,,
,,粦,中古：真A,,
,,燐,中古：真A,,
,,藺,中古：真A,,
,,轥,中古：真A,,
,,轔,中古：真A,,
,,䗲,中古：真A,,
,,𩕔,中古：真A,,
,,𠄈,中古：真A,,
,,麐,中古：真A,,
,,䉮,中古：真A,,
,,𦺸,中古：真A,,
,,瞵,中古：真A,,
,,橉,中古：真A,,
,,鏻,中古：真A,,
,,甐,中古：真A,,
,,𧶆,中古：真A,,
,,𧖔,中古：真A,,
,,𤌎,中古：真A,,
,,疄,中古：真A,,
,,撛,中古：真A,,
,,粼,中古：真A,,
,,躙,中古：真A,,
,,儐,中古：真A,,
,,擯,中古：真A,,
,,殯,中古：真A,,
,,鬢,中古：真A,,
,,覕,中古：真A,,
,,𧸈,中古：真A,,
,,䚔,中古：真A,,
,,敶,中古：真B,,
,,陳,中古：真B,,
,,陣,中古：真B,,
,,診,中古：真B,,
,,𨳌,中古：真B,,
,,慎,中古：真A,,
,,昚,中古：真A,,
,,蜃,中古：真A,,
,,眒,中古：真A,,
,,阠,中古：真A,,
,,抻,中古：真A,,
,,菣,中古：真A,,
,,𧼒,中古：真A,,
,,臤,中古：真A,,
,,賮,中古：真A,,
,,燼,中古：真A,,
,,㶳,中古：真A,,
,,藎,中古：真A,,
,,濜,中古：真A,,
,,璶,中古：真A,,
,,憖,中古：真B,,
,,猌,中古：真B,,
,,垽,中古：真B,,
,,晉,中古：真A,,
,,㬜,中古：真A,,
,,搢,中古：真A,,
,,縉,中古：真A,,
,,䗯,中古：真A,,
,,進,中古：真A,,
,,枃,中古：真A,,
,,瑨,中古：真A,,
,,璡,中古：真A,,
,,𦎷,中古：真A,,
,,衅,中古：真B,,
,,釁,中古：真B,,
,,舋,中古：真B,,
,,鎮,中古：真B,,
,,瑱,中古：真B,,
,,填,中古：真B,,
,,僅,中古：真B,,
,,覲,中古：真B,,
,,殣,中古：真B,,
,,瑾,中古：真B,,
,,饉,中古：真B,,
,,㝻,中古：真B,,
,,廑,中古：真B,,
,,瘽,中古：真B,,
,,墐,中古：真B,,
,,𠞱,中古：真B,,
,,歏,中古：真B,,
,,櫬,中古：真B,,
,,瀙,中古：真B,,
,,嚫,中古：真B,,
,,䞋,中古：真B,,
,,襯,中古：真B,,
,,儭,中古：真B,,
,,齔,中古：真B,,
,,印,中古：真A,,
,,鮣,中古：真A,,
,,𣱐,中古：真A,,
,,𩂥,中古：真A,,
,,疢,中古：真B,,
,,趁,中古：真B,,
,,𣎳,中古：真A,,
,,𩰗,中古：真A,,
,,䚔,中古：真A,,
,,親,中古：真A,,
,,寴,中古：真A,,
,,儭,中古：真A,,
,,瀙,中古：真A,,
,,螼,中古：真A,,
,,呁,中古：真A,,
,,𧥺,中古：真A,,
,,稕,中古：真A,,
,,𦽑,中古：真A,,
,,諄,中古：真A,,
,,𥇜,中古：真A,,
,,盹,中古：真A,,
,,訰,中古：真A,,
,,𡺲,中古：真A,,
,,峻,中古：真A,,
,,濬,中古：真A,,
,,浚,中古：真A,,
,,陖,中古：真A,,
,,埈,中古：真A,,
,,迅,中古：真A,,
,,鵕,中古：真A,,
,,𢏤,中古：真A,,
,,奞,中古：真A,,
,,𧸩,中古：真A,,
,,晙,中古：真A,,
,,迿,中古：真A,,
,,殉,中古：真A,,
,,徇,中古：真A,,
,,侚,中古：真A,,
,,𢓈,中古：真A,,
,,儁,中古：真A,,
,,俊,中古：真A,,
,,晙,中古：真A,,
,,餕,中古：真A,,
,,畯,中古：真A,,
,,駿,中古：真A,,
,,㕙,中古：真A,,
,,𪕞,中古：真A,,
,,寯,中古：真A,,
,,焌,中古：真A,,
,,㼱,中古：真A,,
,,𤮪,中古：真A,,
,,舜,中古：真A,,
,,䑞,中古：真A,,
,,蕣,中古：真A,,
,,瞬,中古：真A,,
,,瞚,中古：真A,,
,,眴,中古：真A,,
,,䀢,中古：真A,,
,,鬊,中古：真A,,
,,閏,中古：真A,,
,,潤,中古：真A,,
,,䏰,中古：真A,,
,,順,中古：真A,,
,,揗,中古：真A,,
,,問,中古：文,,
,,璺,中古：文,,
,,絻,中古：文,,
,,汶,中古：文,,
,,紊,中古：文,,
,,聞,中古：文,,
,,莬,中古：文,,
,,脕,中古：文,,
,,抆,中古：文,,
,,鼤,中古：文,,
,,娩,中古：文,,
,,運,中古：文,,
,,暈,中古：文,,
,,餫,中古：文,,
,,䩵,中古：文,,
,,韗,中古：文,,
,,鄆,中古：文,,
,,員,中古：文,,
,,䲰,中古：文,,
,,忶,中古：文,,
,,鶤,中古：文,,
,,𧶊,中古：文,,
,,韻,中古：文,,
,,䚋,中古：文,,
,,𧡡,中古：文,,
,,𤸫,中古：文,,
,,緷,中古：文,,
,,訓,中古：文,,
,,爋,中古：文,,
,,臐,中古：文,,
,,薰,中古：文,,
,,鐼,中古：文,,
,,湓,中古：文,,
,,忿,中古：文,,
,,魵,中古：文,,
,,瀵,中古：文,,
,,糞,中古：文,,
,,𥻔,中古：文,,
,,𡊅,中古：文,,
,,拚,中古：文,,
,,僨,中古：文,,
,,奮,中古：文,,
,,瀵,中古：文,,
,,㱵,中古：文,,
,,醞,中古：文,,
,,慍,中古：文,,
,,縕,中古：文,,
,,薀,中古：文,,
,,攈,中古：文,,
,,捃,中古：文,,
,,皸,中古：文,,
,,𧱝,中古：文,,
,,䝍,中古：文,,
,,郡,中古：文,,
,,分,中古：文,,
,,㿎,中古：文,,
,,𢅯,中古：文,,
,,秎,中古：文,,
,,坌,中古：文,,
,,焮,中古：欣,,
,,炘,中古：欣,,
,,㾙,中古：欣,,
,,𤴾,中古：欣,,
,,𦜓,中古：欣,,
,,脪,中古：欣,,
,,靳,中古：欣,,
,,斤,中古：欣,,
,,㧆,中古：欣,,
,,㨷,中古：欣,,
,,劤,中古：欣,,
,,近,中古：欣,,
,,㒚,中古：欣,,
,,懚,中古：欣,,
,,隱,中古：欣,,
,,檼,中古：欣,,
,,𤔌,中古：欣,,
,,㥯,中古：欣,,
,,㶏,中古：欣,,
,,㡥,中古：欣,,
,,垽,中古：欣,,
,,願,中古：元,,
,,𩕾,中古：元,,
,,傆,中古：元,,
,,愿,中古：元,,
,,怨,中古：元,,
,,䛄,中古：元,,
,,販,中古：元,,
,,畈,中古：元,,
,,券,中古：元,,
,,絭,中古：元,,
,,勸,中古：元,,
,,虇,中古：元,,
,,綣,中古：元,,
,,韏,中古：元,,
,,万,中古：元,,
,,萬,中古：元,,
,,輓,中古：元,,
,,蔓,中古：元,,
,,曼,中古：元,,
,,蟃,中古：元,,
,,鰻,中古：元,,
,,𨞼,中古：元,,
,,娩,中古：元,,
,,獌,中古：元,,
,,䝡,中古：元,,
,,𩆊,中古：元,,
,,𦂔,中古：元,,
,,贎,中古：元,,
,,䡬,中古：元,,
,,㿸,中古：元,,
,,脕,中古：元,,
,,鬗,中古：元,,
,,飯,中古：元,,
,,𩚳,中古：元,,
,,閞,中古：元,,
,,𥹇,中古：元,,
,,㶗,中古：元,,
,,𧉤,中古：元,,
,,嬎,中古：元,,
,,㽹,中古：元,,
,,𨠒,中古：元,,
,,𡗹,中古：元,,
,,𣀔,中古：元,,
,,㤆,中古：元,,
,,婏,中古：元,,
,,奿,中古：元,,
,,㪻,中古：元,,
,,汳,中古：元,,
,,建,中古：元,,
,,旔,中古：元,,
,,堰,中古：元,,
,,鄢,中古：元,,
,,郾,中古：元,,
,,䞁,中古：元,,
,,傿,中古：元,,
,,褗,中古：元,,
,,㰽,中古：元,,
,,漹,中古：元,,
,,嫣,中古：元,,
,,𡙷,中古：元,,
,,獻,中古：元,,
,,憲,中古：元,,
,,𧾨,中古：元,,
,,瀗,中古：元,,
,,楥,中古：元,,
,,楦,中古：元,,
,,韗,中古：元,,
,,𩋢,中古：元,,
,,健,中古：元,,
,,腱,中古：元,,
,,𣀔,中古：元,,
,,遠,中古：元,,
,,𤬝,中古：元,,
,,鬳,中古：元,,
,,圈,中古：元,,
,,卛,中古：元,,
,,絭,中古：元,,
,,慁,中古：魂,,
,,溷,中古：魂,,
,,俒,中古：魂,,
,,圂,中古：魂,,
,,頓,中古：魂,,
,,扽,中古：魂,,
,,敦,中古：魂,,
,,巽,中古：魂,,
,,顨,中古：魂,,
,,潠,中古：魂,,
,,𠹀,中古：魂,,
,,遜,中古：魂,,
,,愻,中古：魂,,
,,困,中古：魂,,
,,𣏔,中古：魂,,
,,涃,中古：魂,,
,,𩒱,中古：魂,,
,,嫩,中古：魂,,
,,媆,中古：魂,,
,,腝,中古：魂,,
,,抐,中古：魂,,
,,搵,中古：魂,,
,,䭡,中古：魂,,
,,悶,中古：魂,,
,,懣,中古：魂,,
,,鐏,中古：魂,,
,,臶,中古：魂,,
,,栫,中古：魂,,
,,𦪚,中古：魂,,
,,鱒,中古：魂,,
,,睔,中古：魂,,
,,睴,中古：魂,,
,,琯,中古：魂,,
,,璭,中古：魂,,
,,㴫,中古：魂,,
,,𧬪,中古：魂,,
,,謴,中古：魂,,
,,噴,中古：魂,,
,,歕,中古：魂,,
,,湓,中古：魂,,
,,鈍,中古：魂,,
,,遁,中古：魂,,
,,遯,中古：魂,,
,,鶨,中古：魂,,
,,𩔂,中古：魂,,
,,寸,中古：魂,,
,,䍎,中古：魂,,
,,坌,中古：魂,,
,,𣴞,中古：魂,,
,,顐,中古：魂,,
,,諢,中古：魂,,
,,論,中古：魂,,
,,溣,中古：魂,,
,,碖,中古：魂,,
,,奔,中古：魂,,
,,惛,中古：魂,,
