廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,聲紐,呼,等,廣韻韻部原貌(調整前),聲調,組,攝
猣,猣,犬生三子,,精,開,一,東,平,精,通
豵,豵,豕生三子,,精,開,一,東,平,精,通
鯼,鯼,石首魚名,,精,開,一,東,平,精,通
椶,椶,椶櫚一名蒲葵,,精,開,一,東,平,精,通
騣,騣,馬鬣,,精,開,一,東,平,精,通
𩮀,𩮰,上同,馬鬣,精,開,一,東,平,精,通
䗥,䗥,螉䗥蟲名,,精,開,一,東,平,精,通
嵸,嵸,巃嵸又作孔切,,精,開,一,東,平,精,通
艐,艐,書傳云三艐國名說文云船著沙不行也,,精,開,一,東,平,精,通
蝬,蝬,三蝬蛤屬出臨海異物志,,精,開,一,東,平,精,通
堫,堫,種也,,精,開,一,東,平,精,通
𥓻,𥓻,石也,,精,開,一,東,平,精,通
翪,翪,聳翅上下皃,,精,開,一,東,平,精,通
緵,緵,縷也又作弄切,,精,開,一,東,平,精,通
㚇,㚇,飛而斂足又子貢切,,精,開,一,東,平,精,通
㣭,㣭,數也,,精,開,一,東,平,精,通
稯,稯,禾束,,精,開,一,東,平,精,通
鬉,鬉,毛亂,,精,開,一,東,平,精,通
蓬,蓬,草名亦州名周割巴州之伏虞郡於此置蓬州因蓬山而名之薄紅切十,,並,開,一,東,平,幫,通
𥭗,𥭗,車軬,,並,開,一,東,平,幫,通
篷,篷,織竹夾箬覆舟也,,並,開,一,東,平,幫,通
髼,髼,髼䯳髮亂皃,,並,開,一,東,平,幫,通
蜂,蜂,蟲名出蒼頡篇又音峯,,並,開,一,東,平,幫,通
芃,芃,芃芃草盛皃又音馮,,並,開,一,東,平,幫,通
𧚋,𧚋,爾雅曰困衱𧚋亦作袶又音降,,並,開,一,東,平,幫,通
韸,韸,鼓聲,,並,開,一,東,平,幫,通
䮾,䮾,充塞皃又音龍瀧,,並,開,一,東,平,幫,通
𩖛,𩖛,風皃又步留切,,並,開,一,東,平,幫,通
烘,烘,火皃呼東切又音紅六,,曉,開,一,東,平,影,通
叿,叿,叿叿市人聲,,曉,開,一,東,平,影,通
魟,魟,河魚似鼈,,曉,開,一,東,平,影,通
谾,谾,谷空皃出字林,,曉,開,一,東,平,影,通
𩐠,𩐠,𩐠䪦大聲,,曉,開,一,東,平,影,通
𩗄,𩗄,大風,,曉,開,一,東,平,影,通
㟅,㟅,崆㟅山皃五東切又魚江切一,,疑,開,一,東,平,見,通
檧,𣞷,小籠蘇公切又先孔切三,,心,開,一,東,平,精,通
憽,𢤄,惺𢤄了慧人也,,心,開,一,東,平,精,通
㬝,㬝,白皃出聲譜,,心,開,一,東,平,精,通
冬,冬,四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七,,端,合,一,冬,平,端,通
𠔙,𠔙,古文,四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七,端,合,一,冬,平,端,通
苳,苳,草名,,端,合,一,冬,平,端,通
䳉,鴤,鴤鳥好入水食似鳧形小,,端,合,一,冬,平,端,通
笗,笗,竹名,,端,合,一,冬,平,端,通
𩂓,𩂓,雨皃,,端,合,一,冬,平,端,通
𧲴,𧲴,獸如豹有角,,端,合,一,冬,平,端,通
彤,彤,赤也丹飾也亦姓彤伯爲成王宗伯徒冬切二十二,,定,合,一,冬,平,端,通
疼,疼,痛也,,定,合,一,冬,平,端,通
佟,佟,姓也北燕錄有遼東佟萬以文章知名,,定,合,一,冬,平,端,通
炵,炵,火盛皃又他冬切,,定,合,一,冬,平,端,通
䳋,䳋,鳥名䳋渠狀如山雞黑身赤足出山海經也,,定,合,一,冬,平,端,通
鼕,鼕,鼓聲,,定,合,一,冬,平,端,通
𢥞,𢥞,𢥞𢥞憂也出楚詞,,定,合,一,冬,平,端,通
𢾮,𢾮,擊空聲,,定,合,一,冬,平,端,通
爞,爞,旱熱,,定,合,一,冬,平,端,通
㤏,㤏,惶也,,定,合,一,冬,平,端,通
痋,痋,動病,,定,合,一,冬,平,端,通
䂈,䂈,剌矛,,定,合,一,冬,平,端,通
鉵,鉵,大鉏,,定,合,一,冬,平,端,通
𧹝,𧹝,赤色,,定,合,一,冬,平,端,通
𩦶,𩦶,黑虎,,定,合,一,冬,平,端,通
浵,浵,水名亦水皃,,定,合,一,冬,平,端,通
䶱,䶱,龜名又音終,,定,合,一,冬,平,端,通
𠩁,𠩁,楚云深屋,,定,合,一,冬,平,端,通
鉖,鉖,鈞鉖,,定,合,一,冬,平,端,通
𨜳,𨜳,古國名,,定,合,一,冬,平,端,通
㠽,㠽,戎云幡也,,定,合,一,冬,平,端,通
赨,赨,赤蟲,,定,合,一,冬,平,端,通
賨,賨,戎稅說文曰南蠻賦也藏宗切十一,,從,合,一,冬,平,精,通
琮,琮,說文云琮瑞玉大八寸似車釭周禮曰以黃琮禮地,,從,合,一,冬,平,精,通
悰,悰,慮也一曰樂也,,從,合,一,冬,平,精,通
潨,潀,小水入大水也又徂紅職戎二切,,從,合,一,冬,平,精,通
淙,淙,水聲又士江切,,從,合,一,冬,平,精,通
慒,慒,謀也又似由切,,從,合,一,冬,平,精,通
鬃,鬃,高髻又士江切,,從,合,一,冬,平,精,通
㼻,㼻,甖屬又士江切,,從,合,一,冬,平,精,通
孮,孮,爲族盛孮鄉,,從,合,一,冬,平,精,通
誴,誴,謀誴樂也,,從,合,一,冬,平,精,通
𢃏,𢃏,帛𢃏又布名,,從,合,一,冬,平,精,通
農,農,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,,泥,合,一,冬,平,端,通
䢉,䢉,上同,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,泥,合,一,冬,平,端,通
辳,辳,古文,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,泥,合,一,冬,平,端,通
𨑋,𨑋,籀文,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,泥,合,一,冬,平,端,通
𩟊,𩟊,䭢𩟊強食䭢女耕切,,泥,合,一,冬,平,端,通
噥,噥,多言不中,,泥,合,一,冬,平,端,通
𩅽,𩅽,露多,,泥,合,一,冬,平,端,通
憹,憹,㦀憹悅也,,泥,合,一,冬,平,端,通
㺜,㺜,多毛犬也又乃刀切,,泥,合,一,冬,平,端,通
儂,儂,我也,,泥,合,一,冬,平,端,通
𧗕,𧗕,說文曰腫血也,,泥,合,一,冬,平,端,通
膿,膿,上同,說文曰腫血也,泥,合,一,冬,平,端,通
攻,攻,治也作也擊也伐也古冬切二,,見,合,一,冬,平,見,通
釭,釭,燈也又音江,,見,合,一,冬,平,見,通
䃔,䃔,䃔䃧石落聲戶冬切四,,匣,合,一,冬,平,影,通
洚,洚,說文曰水不遵道一曰下也孟子曰洚水警子,,匣,合,一,冬,平,影,通
㗢,㗢,歌也又胡宋徒送二切,,匣,合,一,冬,平,影,通
𩘎,𩘎,大風,,匣,合,一,冬,平,影,通
䃧,䃧,力冬切三,,來,合,一,冬,平,來,通
䥢,𪔢,鼓聲,,來,合,一,冬,平,來,通
𣫣,𣫣,聲也,,來,合,一,冬,平,來,通
宗,宗,眾也本也尊也亦官名漢書宗正秦官也掌親屬亦姓周鄉宗伯之後出南陽又漢複姓二氏前漢有宗伯鳳南燕錄有宗正謙善卜相作冬切二,,精,合,一,冬,平,精,通
倧,倧,上古神人,,精,合,一,冬,平,精,通
鬆,鬆,髼鬆髮亂皃私宗切三,,心,合,一,冬,平,精,通
䯳,䯳,上同,髼鬆髮亂皃私宗切三,心,合,一,冬,平,精,通
炵,炵,火色他冬切一,,透,合,一,冬,平,端,通
鍾,鍾,當也酒器也又量名左傳曰釜十則鍾亦姓出潁川又漢複姓有鍾離氏世本云與秦同祖其後因封爲姓職容切十八,,章,開,三,鍾,平,章,通
鐘,鐘,樂器也呂氏春秋云黃帝命伶倫鑄寸二器世本曰垂作鐘,,章,開,三,鍾,平,章,通
蚣,蚣,䘀螽蟲,,章,開,三,鍾,平,章,通
忪,忪,心動皃,,章,開,三,鍾,平,章,通
䇗,䇗,長節竹也,,章,開,三,鍾,平,章,通
蹱,蹱,躘蹱小兒行皃,,章,開,三,鍾,平,章,通
彸,彸,征彸行皃,,章,開,三,鍾,平,章,通
衳,衳,小褌也,,章,開,三,鍾,平,章,通
伀,伀,志及眾也,,章,開,三,鍾,平,章,通
橦,橦,字㨾云本音同今借爲木橦字,,章,開,三,鍾,平,章,通
籦,籦,籠籦竹名廣志云可爲笛,,章,開,三,鍾,平,章,通
妐,妐,夫之兄也,,章,開,三,鍾,平,章,通
㕬,㕬,眾口也,,章,開,三,鍾,平,章,通
𧢸,𧢸,舉角也,,章,開,三,鍾,平,章,通
炂,炂,熱化也,,章,開,三,鍾,平,章,通
𦬘,𦬘,草名,,章,開,三,鍾,平,章,通
𨳗,𨳗,門外開𨳗,,章,開,三,鍾,平,章,通
鈆,鈆,鐵鈆,,章,開,三,鍾,平,章,通
龍,龍,通也和也寵也鱗蟲之長也易曰雲從龍又姓舜納言龍之後力鍾切九,,來,開,三,鍾,平,來,通
𪚝,𪚝,圭爲龍文,,來,開,三,鍾,平,來,通
躘,躘,躘蹱,,來,開,三,鍾,平,來,通
鸗,鸗,鳥名,,來,開,三,鍾,平,來,通
驡,驡,野馬,,來,開,三,鍾,平,來,通
𪚠,𪚠,巫也,,來,開,三,鍾,平,來,通
籠,籠,𥳎籠竹車軬亦籦籠竹又力東力董二切,,來,開,三,鍾,平,來,通
𦪽,𦪽,小船上安蓋者,,來,開,三,鍾,平,來,通
蘢,蘢,蘢古草,,來,開,三,鍾,平,來,通
舂,舂,世本曰雍父作舂呂氏春秋曰赤冀作舂書容切六,,書,開,三,鍾,平,章,通
𧐍,𧐍,蜙蝑俗呼𧐍𧑓,,書,開,三,鍾,平,章,通
摏,摏,撞也,,書,開,三,鍾,平,章,通
蹖,蹖,蹋也,,書,開,三,鍾,平,章,通
𪄻,𪄻,𪇆𪄻鳥名,,書,開,三,鍾,平,章,通
憃,憃,愚也,,書,開,三,鍾,平,章,通
松,松,木名玄中記曰松脂淪入地千歲爲茯苓亦州名舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四,,邪,開,三,鍾,平,精,通
㮤,㮤,古文,木名玄中記曰松脂淪入地千歲爲茯苓亦州名舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四,邪,開,三,鍾,平,精,通
淞,凇,凍落皃又先恭切,,邪,開,三,鍾,平,精,通
訟,訟,爭獄又徐用切,,邪,開,三,鍾,平,精,通
𧘂,𧘂,當也向也突也說文曰通道也尺容切十一,,昌,開,三,鍾,平,章,通
衝,衝,上同,當也向也突也說文曰通道也尺容切十一,昌,開,三,鍾,平,章,通
罿,罿,網也又音童,,昌,開,三,鍾,平,章,通
憧,憧,憧憧往來皃,,昌,開,三,鍾,平,章,通
䡴,䡴,陷陣車,,昌,開,三,鍾,平,章,通
艟,艟,艨艟戰船,,昌,開,三,鍾,平,章,通
潼,潼,河潼又音同,,昌,開,三,鍾,平,章,通
褈,褈,褈褣衣也,,昌,開,三,鍾,平,章,通
𠟍,𠟍,剌也,,昌,開,三,鍾,平,章,通
𠝤,𠝤,同上,剌也,昌,開,三,鍾,平,章,通
䂌,䂌,短矛也,,昌,開,三,鍾,平,章,通
容,容,盛也儀也受也爾雅曰容謂之防郭璞云形如今牀頭小曲屏風唱䠶者所以自防隱司馬法云軍容不入國國容不入軍是也又州名又姓入凱仲容之後禮記有徐大夫容居餘封切三十五,,以,開,三,鍾,平,以,通
溶,溶,水皃又音勇,,以,開,三,鍾,平,以,通
滽,滽,水名出宜蘇山,,以,開,三,鍾,平,以,通
庸,庸,常也用也功也和也次也易也又姓漢有庸光,,以,開,三,鍾,平,以,通
𦤘,𦤘,古文,常也用也功也和也次也易也又姓漢有庸光,以,開,三,鍾,平,以,通
𧴄,𧴄,獸似牛領有肉也,,以,開,三,鍾,平,以,通
㺎,㺎,,獸似牛領有肉也,以,開,三,鍾,平,以,通
𤛑,𤛑,並上同,獸似牛領有肉也,以,開,三,鍾,平,以,通
墉,墉,城也垣也,,以,開,三,鍾,平,以,通
鎔,鎔,鎔鑄,,以,開,三,鍾,平,以,通
鏞,鏞,大鐘,,以,開,三,鍾,平,以,通
銿,銿,上同說文與鐘同,大鐘,以,開,三,鍾,平,以,通
鄘,鄘,國名,,以,開,三,鍾,平,以,通
傭,傭,傭賃又丑凶切,,以,開,三,鍾,平,以,通
𪅟,𪅟,𪅟𪆫鳥名似鴨雞足也,,以,開,三,鍾,平,以,通
㼸,㼸,甖也,,以,開,三,鍾,平,以,通
𤮇,𤮇,同上,甖也,以,開,三,鍾,平,以,通
鱅,鱅,魚名又音慵,,以,開,三,鍾,平,以,通
蓉,蓉,芙蓉,,以,開,三,鍾,平,以,通
䗤,䗤,𧌁䗤色如黃蛇有羽,,以,開,三,鍾,平,以,通
傛,傛,傛華縣也又漢書婦官有傛華,,以,開,三,鍾,平,以,通
褣,褣,𧝎褣,,以,開,三,鍾,平,以,通
搈,搈,不安,,以,開,三,鍾,平,以,通
瑢,瑢,瑽瑢佩玉行也,,以,開,三,鍾,平,以,通
䈶,䈶,䈶䇯又矢,,以,開,三,鍾,平,以,通
嵱,嵱,山名在容州山下有鬼市,,以,開,三,鍾,平,以,通
頌,頌,形頌又似用切,,以,開,三,鍾,平,以,通
㝐,㝐,㝐盛也說文云古文容,,以,開,三,鍾,平,以,通
䡆,䡆,車行皃,,以,開,三,鍾,平,以,通
㟾,㟾,㟾山在建州,,以,開,三,鍾,平,以,通
𨲟,𨲟,餝𨲟,,以,開,三,鍾,平,以,通
𪃾,𪃾,𪃾鸀,,以,開,三,鍾,平,以,通
槦,槦,㮧槦木中箭笴,,以,開,三,鍾,平,以,通
㣑,㣑,重影一曰形㣑,,以,開,三,鍾,平,以,通
𢧳,𢧳,𢧳戣兵器,,以,開,三,鍾,平,以,通
封,封,大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五,,幫,合,三,鍾,平,幫,通
𡉚,𡉚,古文,大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五,幫,合,三,鍾,平,幫,通
犎,犎,野牛,,幫,合,三,鍾,平,幫,通
葑,葑,菜名詩云采葑采菲,,幫,合,三,鍾,平,幫,通
崶,崶,山名一名龍門山在封州大魚上化爲龍上不得點額流血水謂丹色也,,幫,合,三,鍾,平,幫,通
胷,胷,膺也亦作匈𦙄許容切十,,曉,開,三,鍾,平,影,通
凶,凶,凶禍,,曉,開,三,鍾,平,影,通
𣧑,𣧑,古文,凶禍,曉,開,三,鍾,平,影,通
銎,銎,懼也又斤斧柄孔又曲恭切,,曉,開,三,鍾,平,影,通
洶,洶,水勢也,,曉,開,三,鍾,平,影,通
恟,恟,懼也,,曉,開,三,鍾,平,影,通
𧧗,𧧗,訟也,,曉,開,三,鍾,平,影,通
兇,兇,惡也,,曉,開,三,鍾,平,影,通
訩,訩,眾語,,曉,開,三,鍾,平,影,通
匈,匈,匈奴,,曉,開,三,鍾,平,影,通
顒,顒,仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四,,疑,開,三,鍾,平,見,通
𩤛,𩤛,上同見廣蒼,仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四,疑,開,三,鍾,平,見,通
鰅,鰅,魚名說文曰皮有文出樂浪又音隅,,疑,開,三,鍾,平,見,通
喁,喁,噞喁,,疑,開,三,鍾,平,見,通
邕,邕,說文曰四方有水自邕成池者是也於容切十六,,影,開,三,鍾,平,影,通
雍,雍,和也與邕略同又雍奴縣名在幽州水經云四方有水曰雍不流曰奴亦姓左傳有雍糾又於用切,,影,開,三,鍾,平,影,通
噰,噰,鳥聲,,影,開,三,鍾,平,影,通
嗈,嗈,上同,鳥聲,影,開,三,鍾,平,影,通
郺,郺,郺𨑊多皃,,影,開,三,鍾,平,影,通
澭,澭,水名在宋,,影,開,三,鍾,平,影,通
灉,灉,上同爾雅曰水自河出爲灉,水名在宋,影,開,三,鍾,平,影,通
癰,癰,癰癤,,影,開,三,鍾,平,影,通
罋,罋,汲器,,影,開,三,鍾,平,影,通
廱,廱,辟廱天子教宮,,影,開,三,鍾,平,影,通
饔,饔,熟食,,影,開,三,鍾,平,影,通
壅,壅,塞又音擁,,影,開,三,鍾,平,影,通
雝,雝,爾雅曰䳭鴒雝渠,,影,開,三,鍾,平,影,通
𪄉,𪄉,上同,爾雅曰䳭鴒雝渠,影,開,三,鍾,平,影,通
㻾,㻾,玉器,,影,開,三,鍾,平,影,通
𧴗,𧴗,獸似猨也,,影,開,三,鍾,平,影,通
醲,醲,厚酒女容切八,,娘,開,三,鍾,平,知,通
𨑊,𨑊,郺𨑊,,娘,開,三,鍾,平,知,通
濃,濃,厚也,,娘,開,三,鍾,平,知,通
襛,襛,襛華又衣厚皃又而容切,,娘,開,三,鍾,平,知,通
穠,穠,花木厚又而容切,,娘,開,三,鍾,平,知,通
檂,檂,木名,,娘,開,三,鍾,平,知,通
𪒬,𪒬,𪒒𪒬,,娘,開,三,鍾,平,知,通
𨲳,𨲳,多也,,娘,開,三,鍾,平,知,通
重,重,複也曡也直容切又直勇直用二切六,,澄,開,三,鍾,平,知,通
穜,穜,先種晚熟曰穜,,澄,開,三,鍾,平,知,通
緟,緟,說文云增益也,,澄,開,三,鍾,平,知,通
褈,褈,複也,,澄,開,三,鍾,平,知,通
䳯,䳯,䳯𪄹鳥名,,澄,開,三,鍾,平,知,通
蝩,蝩,蠶晚生者,,澄,開,三,鍾,平,知,通
從,從,就也又姓漢有將軍從公何氏姓苑云今東莞人疾容切又即容七恭秦用三切三,,從,開,三,鍾,平,精,通
从,从,古文說文曰相聽也,,從,開,三,鍾,平,精,通
𩀰,𩀰,方言云南楚人謂雞,,從,開,三,鍾,平,精,通
蹱,蹱,躘蹱丑凶切七,,徹,開,三,鍾,平,知,通
傭,傭,均也直也又音容,,徹,開,三,鍾,平,知,通
𦟛,𦟛,上同,均也直也又音容,徹,開,三,鍾,平,知,通
𨙦,𨙔,馬不行也,,徹,開,三,鍾,平,知,通
䝑,䝑,土精如㹠在地下也,,徹,開,三,鍾,平,知,通
𨤩,𨤩,地名又直容切,,徹,開,三,鍾,平,知,通
𪒒,𪒒,深穴中𪒒黑也,,徹,開,三,鍾,平,知,通
逢,逢,值也迎也符容切八,,並,合,三,鍾,平,幫,通
縫,縫,紩又音俸,,並,合,三,鍾,平,幫,通
漨,漨,水名,,並,合,三,鍾,平,幫,通
䩼,䩼,鼓聲,,並,合,三,鍾,平,幫,通
𥎌,𥎌,𥎌𥎂矛也,,並,合,三,鍾,平,幫,通
夆,夆,掣曳也又敷恭切,,並,合,三,鍾,平,幫,通
𥛝,𥛝,大黃負山神能動天地氣昔孔甲遇之,,並,合,三,鍾,平,幫,通
捀,捀,說文曰奉也又符用切,,並,合,三,鍾,平,幫,通
峯,峯,山峯也敷容切十六,,滂,合,三,鍾,平,幫,通
鋒,鋒,劒刃鋒也,,滂,合,三,鍾,平,幫,通
丰,丰,丰茸美好說文本作𡴀草盛𡴀也從生上下達也,,滂,合,三,鍾,平,幫,通
𡴀,𡴀,上同,丰茸美好說文本作𡴀草盛𡴀也從生上下達也,滂,合,三,鍾,平,幫,通
𢓱,𢓱,使也,,滂,合,三,鍾,平,幫,通
妦,妦,好也,,滂,合,三,鍾,平,幫,通
蠭,蠭,說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後,,滂,合,三,鍾,平,幫,通
蜂,蜂,上同,說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後,滂,合,三,鍾,平,幫,通
𧒒,𧒒,古文,說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後,滂,合,三,鍾,平,幫,通
蘴,蘴,菜名又音豐,,滂,合,三,鍾,平,幫,通
桻,桻,木上,,滂,合,三,鍾,平,幫,通
㷭,㷭,㷭火夜曰㷭晝曰燧,,滂,合,三,鍾,平,幫,通
烽,烽,上同,㷭火夜曰㷭晝曰燧,滂,合,三,鍾,平,幫,通
莑,莑,草牙始生出音譜,,滂,合,三,鍾,平,幫,通
仹,仹,仙人,,滂,合,三,鍾,平,幫,通
㸼,㸼,㸼牛,,滂,合,三,鍾,平,幫,通
縱,縱,縱橫也即容切又子用切九,,精,開,三,鍾,平,精,通
𣯨,𣯨,毾㲪也,,精,開,三,鍾,平,精,通
蹤,蹤,蹤跡,,精,開,三,鍾,平,精,通
䡮,䡮,車跡,,精,開,三,鍾,平,精,通
樅,樅,木名又七恭切,,精,開,三,鍾,平,精,通
磫,磫,磫𥗫礪石,,精,開,三,鍾,平,精,通
豵,豵,豕生三子,,精,開,三,鍾,平,精,通
熧,熧,火行穴中,,精,開,三,鍾,平,精,通
𧺣,𧺣,急行也又此從切,,精,開,三,鍾,平,精,通
茸,茸,草生皃而容切十,,日,開,三,鍾,平,日,通
䩸,䩸,毳飾,,日,開,三,鍾,平,日,通
髶,𩮙,髮多亂皃,,日,開,三,鍾,平,日,通
䇯,䇯,竹頭有文,,日,開,三,鍾,平,日,通
襛,襛,華皃又厚衣皃又女容切,,日,開,三,鍾,平,日,通
穠,穠,花木厚也又女容切,,日,開,三,鍾,平,日,通
搑,搑,擣也,,日,開,三,鍾,平,日,通
𥎂,𥎂,𥍮𥎂矛也,,日,開,三,鍾,平,日,通
榵,榵,木名似檀,,日,開,三,鍾,平,日,通
穁,穁,禾梋,,日,開,三,鍾,平,日,通
蛩,蛩,蛩蛩巨虛獸也說文云一曰秦謂蟬蛻曰蛩渠容切十六,,群,開,三,鍾,平,見,通
邛,邛,勞也病也又臨邛縣亦邛僰又姓列仙傳有周封史邛疏,,群,開,三,鍾,平,見,通
舼,舼,舼船,,群,開,三,鍾,平,見,通
𦨰,𦨰,上同,舼船,群,開,三,鍾,平,見,通
筇,筇,竹名可爲杖張鶱至大宛得之,,群,開,三,鍾,平,見,通
輁,輁,輁軸所以支棺也又音拱,,群,開,三,鍾,平,見,通
